year,month,region_code,region_name,npd_total,npd_physical,npd_ie
2025,7,17,Республика Тыва,24469,23279,1190
2025,7,19,Республика Хакасия,36338,34335,2003
2025,7,22,Алтайский край,164811,157189,7622
2025,7,24,Красноярский край,260073,247287,12786
2025,7,38,Иркутская область,192993,184491,8502
2025,7,42,Кемеровская область,167805,160215,7590
2025,7,54,Новосибирская область,320080,304749,15331
2025,7,55,Омская область,170257,164003,6254
2025,7,70,Томская область,92185,87606,4579
2025,7,03,Республика Бурятия,58693,55190,3503
2025,7,14,Республика Саха (Якутия),66221,62638,3583
2025,7,25,Приморский край,138925,132390,6535
2025,7,27,Хабаровский край,109771,104849,4922
2025,7,28,Амурская область,49988,47677,2311
2025,7,41,Камчатский край,18749,17864,885
2025,7,49,Магаданская область,9412,8998,414
2025,7,65,Сахалинская область,29119,27812,1307
2025,7,75,Забайкальский край,56839,52569,4270
2025,7,79,Еврейская автономная область,7706,7407,299
2025,7,87,Чукотский автономный округ,1835,1754,81
2025,8,00,Российская Федерация,14341087,13638462,702625
2025,8,50,Город и космодром Байконур,341,319,22
2025,8,90,Запорожская область,5862,5601,261
2025,8,93,Донецкая Народная Республика,37307,36179,1128
2025,8,94,Луганская Народная Республика,19612,18678,934
2025,8,95,Херсонская область,2714,2633,81
2025,8,31,Белгородская область,100826,93708,7118
2025,8,32,Брянская область,68152,65172,2980
2025,8,33,Владимирская область,89858,85779,4079
2025,8,36,Воронежская область,211115,204061,7054
2025,8,37,Ивановская область,66426,63425,3001
2025,8,40,Калужская область,94899,90019,4880
2025,8,44,Костромская область,37380,35711,1669
2025,8,46,Курская область,64876,62395,2481
2025,8,48,Липецкая область,76013,72294,3719
2025,8,50,Московская область,1003111,945427,57684
2025,8,57,Орловская область,48326,46197,2129
2025,8,62,Рязанская область,74507,70847,3660
2025,8,67,Смоленская область,55866,53554,2312
2025,8,68,Тамбовская область,51992,49947,2045
2025,8,69,Тверская область,95426,91817,3609
2025,8,71,Тульская область,94241,89836,4405
2025,8,76,Ярославская область,112912,108139,4773
2025,8,77,г.Москва,2150633,2041036,109597
2025,8,10,Республика Карелия,48766,45646,3120
2025,8,11,Республика Коми,48514,45791,2723
2025,8,29,Архангельская область,57966,54359,3607
2025,8,35,Вологодская область,81050,77663,3387
2025,8,39,Калининградская область,111482,105544,5938
2025,8,47,Ленинградская область,159745,150504,9241
2025,8,51,Мурманская область,46411,44453,1958
2025,8,53,Новгородская область,44589,41842,2747
2025,8,60,Псковская область,40478,38615,1863
2025,8,78,г.Санкт-Петербург,934617,885609,49008
2025,8,83,Ненецкий автономный округ,2158,2040,118
2025,8,01,Республика Адыгея (Адыгея),36339,34583,1756
2025,8,08,Республика Калмыкия,14969,13810,1159
2025,8,23,Краснодарский край,709333,669550,39783
2025,8,23,Сириус,455,423,32
2025,8,30,Астраханская область,82238,78648,3590
2025,8,34,Волгоградская область,202566,191945,10621
2025,8,61,Ростовская область,418036,396662,21374
2025,8,91,Республика Крым,177419,170388,7031
2025,8,92,г.Севастополь,40479,38605,1874
2025,8,05,Республика Дагестан,329889,323111,6778
2025,8,06,Республика Ингушетия,27102,26632,470
2025,8,07,Кабардино-Балкарская Республика,90995,87485,3510
2025,8,09,Карачаево-Черкесская Республика,32077,30638,1439
2025,8,15,Республика Северная Осетия - Алания,63786,61204,2582
2025,8,20,Чеченская Республика,145416,142054,3362
2025,8,26,Ставропольский край,221923,212617,9306
2025,8,02,Республика Башкортостан,315584,296388,19196
2025,8,12,Республика Марий Эл,44219,41025,3194
2025,8,13,Республика Мордовия,37588,35519,2069
2025,8,16,Республика Татарстан (Татарстан),417644,398384,19260
2025,8,18,Удмуртская Республика,111466,105655,5811
2025,8,21,Чувашская Республика - Чувашия,91019,85842,5177
2025,8,43,Кировская область,84873,79659,5214
2025,8,52,Нижегородская область,271911,259105,12806
2025,8,56,Оренбургская область,149130,141814,7316
2025,8,58,Пензенская область,81630,77122,4508
2025,8,59,Пермский край,237501,226147,11354
2025,8,63,Самарская область,331957,316390,15567
2025,8,64,Саратовская область,174763,168400,6363
2025,8,73,Ульяновская область,91001,86205,4796
2025,8,45,Курганская область,47256,45098,2158
2025,8,66,Свердловская область,434786,413839,20947
2025,8,72,Тюменская область,184571,175067,9504
2025,8,74,Челябинская область,311901,298507,13394
2025,8,86,Ханты-Мансийский автономный округ - Югра,124780,118467,6313
2025,8,89,Ямало-Ненецкий автономный округ,33017,31640,1377
2025,8,04,Республика Алтай,20375,19155,1220
2025,8,17,Республика Тыва,24641,23434,1207
2025,8,19,Республика Хакасия,37093,35012,2081
2025,8,22,Алтайский край,167637,159683,7954
2025,8,24,Красноярский край,264336,251057,13279
2025,8,38,Иркутская область,196558,187750,8808
2025,8,42,Кемеровская область,171580,163658,7922
2025,8,54,Новосибирская область,326073,310406,15667
2025,8,55,Омская область,173839,167311,6528
2025,8,70,Томская область,93738,88992,4746
2025,8,03,Республика Бурятия,59651,56008,3643
2025,8,14,Республика Саха (Якутия),67096,63440,3656
2025,8,25,Приморский край,141757,134972,6785
2025,8,27,Хабаровский край,111826,106867,4959
2025,8,28,Амурская область,51238,48855,2383
2025,8,41,Камчатский край,19094,18173,921
2025,8,49,Магаданская область,9551,9135,416
2025,8,65,Сахалинская область,29570,28205,1365
2025,8,75,Забайкальский край,57926,53561,4365
2025,8,79,Еврейская автономная область,7854,7542,312
2025,8,87,Чукотский автономный округ,1864,1778,86
2025,9,00,Российская Федерация,14630332,13923560,706772
2025,9,50,Город и космодром Байконур,357,334,23
2025,9,90,Запорожская область,6113,5843,270
2025,9,93,Донецкая Народная Республика,38685,37465,1220
2025,9,94,Луганская Народная Республика,20395,19423,972
2025,9,95,Херсонская область,2829,2748,81
2025,9,31,Белгородская область,102941,95757,7184
2025,9,32,Брянская область,69618,66576,3042
2025,9,33,Владимирская область,91943,87849,4094
2025,9,36,Воронежская область,217092,209876,7216
2025,9,37,Ивановская область,67837,64782,3055
2025,9,40,Калужская область,96300,91415,4885
2025,9,44,Костромская область,38327,36615,1712
2025,9,46,Курская область,66286,63784,2502
2025,9,48,Липецкая область,77543,73806,3737
2025,9,50,Московская область,1028979,971472,57507
2025,9,57,Орловская область,49304,47174,2130
2025,9,62,Рязанская область,76139,72378,3761
2025,9,67,Смоленская область,57237,54906,2331
2025,9,68,Тамбовская область,53104,51042,2062
2025,9,69,Тверская область,98030,94370,3660
2025,9,71,Тульская область,96211,91742,4469
2025,9,76,Ярославская область,116977,112103,4874
2025,9,77,г.Москва,2180249,2073642,106607
2025,9,10,Республика Карелия,49761,46576,3185
2025,9,11,Республика Коми,49638,46879,2759
2025,9,29,Архангельская область,59387,55817,3570
2025,9,35,Вологодская область,83062,79661,3401
2025,9,39,Калининградская область,113571,107495,6076
2025,9,47,Ленинградская область,164260,154819,9441
2025,9,51,Мурманская область,47517,45529,1988
2025,9,53,Новгородская область,45520,42767,2753
2025,9,60,Псковская область,41242,39365,1877
2025,9,78,г.Санкт-Петербург,955927,906474,49453
2025,9,83,Ненецкий автономный округ,2198,2082,116
2025,9,01,Республика Адыгея (Адыгея),37187,35411,1776
2025,9,08,Республика Калмыкия,14967,13994,973
2025,9,23,Краснодарский край,722076,681525,40551
2025,9,23,Сириус,460,428,32
2025,9,30,Астраханская область,83234,79735,3499
2025,9,34,Волгоградская область,207078,196382,10696
2025,9,61,Ростовская область,426426,404625,21801
2025,9,91,Республика Крым,179743,172623,7120
2025,9,92,г.Севастополь,41160,39268,1892
2025,9,05,Республика Дагестан,333441,326767,6674
2025,9,06,Республика Ингушетия,27735,27244,491
2025,9,07,Кабардино-Балкарская Республика,91963,88358,3605
2025,9,09,Карачаево-Черкесская Республика,32763,31294,1469
2025,9,15,Республика Северная Осетия - Алания,64723,62035,2688
2025,9,20,Чеченская Республика,148402,144901,3501
2025,9,26,Ставропольский край,226961,217462,9499
2025,9,02,Республика Башкортостан,322535,303039,19496
2025,9,12,Республика Марий Эл,45119,41858,3261
2025,9,13,Республика Мордовия,38508,36415,2093
2025,9,16,Республика Татарстан (Татарстан),425723,406185,19538
2025,9,18,Удмуртская Республика,113534,107645,5889
2025,9,21,Чувашская Республика - Чувашия,92951,87641,5310
2025,9,43,Кировская область,86803,81504,5299
2025,9,52,Нижегородская область,277625,264530,13095
2025,9,56,Оренбургская область,152556,145099,7457
2025,9,58,Пензенская область,83031,78452,4579
2025,9,59,Пермский край,242542,230996,11546
2025,9,63,Самарская область,337627,322208,15419
2025,9,64,Саратовская область,178543,172149,6394
2025,9,73,Ульяновская область,92662,87823,4839
2025,9,45,Курганская область,48212,46005,2207
2025,9,66,Свердловская область,445091,424024,21067
2025,9,72,Тюменская область,189078,179402,9676
2025,9,74,Челябинская область,318432,304830,13602
2025,9,86,Ханты-Мансийский автономный округ - Югра,127338,120881,6457
2025,9,89,Ямало-Ненецкий автономный округ,33804,32389,1415
2025,9,04,Республика Алтай,20599,19357,1242
2025,9,17,Республика Тыва,24901,23665,1236
2025,9,19,Республика Хакасия,37921,35777,2144
2025,9,22,Алтайский край,170725,162606,8119
2025,9,24,Красноярский край,269213,255764,13449
2025,9,38,Иркутская область,200540,191603,8937
2025,9,42,Кемеровская область,175320,167260,8060
2025,9,54,Новосибирская область,333001,316924,16077
2025,9,55,Омская область,178716,172081,6635
2025,9,70,Томская область,95576,90722,4854
2025,9,03,Республика Бурятия,60724,57019,3705
2025,9,14,Республика Саха (Якутия),68238,64543,3695
2025,9,25,Приморский край,144927,138088,6839
2025,9,27,Хабаровский край,114392,109475,4917
2025,9,28,Амурская область,52640,50230,2410
2025,9,41,Камчатский край,19429,18519,910
2025,9,49,Магаданская область,9717,9290,427
2025,9,65,Сахалинская область,30096,28716,1380
2025,9,75,Забайкальский край,59115,54699,4416
2025,9,79,Еврейская автономная область,8014,7698,316
2025,9,87,Чукотский автономный округ,1916,1831,85
2025,10,00,Российская Федерация,14899116,14189515,709601
2025,10,50,Город и космодром Байконур,371,349,22
2025,10,90,Запорожская область,6284,6036,248
2025,10,93,Донецкая Народная Республика,39652,38422,1230
2025,10,94,Луганская Народная Республика,21053,20047,1006
2025,10,95,Херсонская область,2904,2818,86
2025,10,31,Белгородская область,105158,97983,7175
2025,10,32,Брянская область,70951,67860,3091
2025,10,33,Владимирская область,94028,89889,4139
2025,10,36,Воронежская область,222269,215115,7154
2025,10,37,Ивановская область,69189,66112,3077
2025,10,40,Калужская область,97753,92888,4865
2025,10,44,Костромская область,39132,37417,1715
2025,10,46,Курская область,67495,64960,2535
2025,10,48,Липецкая область,79149,75379,3770
2025,10,50,Московская область,1050188,993090,57098
2025,10,57,Орловская область,50231,48039,2192
2025,10,62,Рязанская область,77629,73843,3786
2025,10,67,Смоленская область,58615,56197,2418
2025,10,68,Тамбовская область,54162,52072,2090
2025,10,69,Тверская область,100311,96614,3697
2025,10,71,Тульская область,98170,93662,4508
2025,10,76,Ярославская область,120266,115313,4953
2025,10,77,г.Москва,2208890,2102892,105998
2025,10,10,Республика Карелия,50602,47374,3228
2025,10,11,Республика Коми,50648,47870,2778
2025,10,29,Архангельская область,60903,57284,3619
2025,10,35,Вологодская область,84887,81449,3438
2025,10,39,Калининградская область,115618,109550,6068
2025,10,47,Ленинградская область,168234,158782,9452
2025,10,51,Мурманская область,48665,46651,2014
2025,10,53,Новгородская область,46478,43721,2757
2025,10,60,Псковская область,41935,40057,1878
2025,10,78,г.Санкт-Петербург,973458,925254,48204
2025,10,83,Ненецкий автономный округ,2192,2085,107
2025,10,01,Республика Адыгея (Адыгея),38055,36236,1819
2025,10,08,Республика Калмыкия,15147,14159,988
2025,10,23,Краснодарский край,733823,693269,40554
2025,10,23,Сириус,467,434,33
2025,10,30,Астраханская область,84449,80891,3558
2025,10,34,Волгоградская область,210937,200222,10715
2025,10,61,Ростовская область,432975,411408,21567
2025,10,91,Республика Крым,181826,174670,7156
2025,10,92,г.Севастополь,41746,39869,1877
2025,10,05,Республика Дагестан,337156,330777,6379
2025,10,06,Республика Ингушетия,28391,27897,494
2025,10,07,Кабардино-Балкарская Республика,92918,89245,3673
2025,10,09,Карачаево-Черкесская Республика,33282,31859,1423
2025,10,15,Республика Северная Осетия - Алания,65538,62772,2766
2025,10,20,Чеченская Республика,151438,147796,3642
2025,10,26,Ставропольский край,231467,221899,9568
2025,10,02,Республика Башкортостан,329129,309134,19995
2025,10,12,Республика Марий Эл,46083,42712,3371
2025,10,13,Республика Мордовия,39502,37409,2093
2025,10,16,Республика Татарстан (Татарстан),433097,413312,19785
2025,10,18,Удмуртская Республика,115749,109788,5961
2025,10,21,Чувашская Республика - Чувашия,95040,89505,5535
2025,10,43,Кировская область,88736,83323,5413
2025,10,52,Нижегородская область,283305,270134,13171
2025,10,56,Оренбургская область,155572,147988,7584
2025,10,58,Пензенская область,84544,79921,4623
2025,10,59,Пермский край,247085,235407,11678
2025,10,63,Самарская область,343315,327656,15659
2025,10,64,Саратовская область,182119,175603,6516
2025,10,73,Ульяновская область,94314,89348,4966
2025,10,45,Курганская область,49131,46873,2258
2025,10,66,Свердловская область,455132,433858,21274
2025,10,72,Тюменская область,193095,183199,9896
2025,10,74,Челябинская область,324679,310770,13909
2025,10,86,Ханты-Мансийский автономный округ - Югра,130043,123511,6532
2025,10,89,Ямало-Ненецкий автономный округ,34596,33158,1438
2025,10,04,Республика Алтай,20814,19547,1267
2025,10,17,Республика Тыва,25302,24037,1265
2025,10,19,Республика Хакасия,38550,36375,2175
2025,10,22,Алтайский край,173734,165431,8303
2025,10,24,Красноярский край,274061,260391,13670
2025,10,38,Иркутская область,204676,195584,9092
2025,10,42,Кемеровская область,178961,170687,8274
2025,10,54,Новосибирская область,339780,323558,16222
2025,10,55,Омская область,183656,176970,6686
2025,10,70,Томская область,97429,92479,4950
2025,10,03,Республика Бурятия,61750,57979,3771
2025,10,14,Республика Саха (Якутия),69449,65702,3747
2025,10,25,Приморский край,147929,141098,6831
2025,10,27,Хабаровский край,117189,112212,4977
2025,10,28,Амурская область,53794,51342,2452
2025,10,41,Камчатский край,19825,18898,927
2025,10,49,Магаданская область,9872,9446,426
2025,10,65,Сахалинская область,30612,29216,1396
2025,10,75,Забайкальский край,60209,55717,4492
2025,10,79,Еврейская автономная область,8235,7910,325
2025,10,87,Чукотский автономный округ,1938,1850,88
2025,11,00,Российская Федерация,15166326,14435506,730820
2025,11,50,Город и космодром Байконур,407,384,23
2025,11,90,Запорожская область,6455,6194,261
2025,11,93,Донецкая Народная Республика,40592,39331,1261
2025,11,94,Луганская Народная Республика,21706,20679,1027
2025,11,95,Херсонская область,2951,2865,86
2025,11,31,Белгородская область,107394,100023,7371
2025,11,32,Брянская область,72080,68909,3171
2025,11,33,Владимирская область,96072,91802,4270
2025,11,36,Воронежская область,227174,219751,7423
2025,11,37,Ивановская область,70296,67150,3146
2025,11,40,Калужская область,99198,94244,4954
2025,11,44,Костромская область,39928,38157,1771
2025,11,46,Курская область,68850,66238,2612
2025,11,48,Липецкая область,80692,76799,3893
2025,11,50,Московская область,1069858,1011482,58376
2025,11,57,Орловская область,51118,48849,2269
2025,11,62,Рязанская область,78605,75211,3394
2025,11,67,Смоленская область,59788,57265,2523
2025,11,68,Тамбовская область,55243,53173,2070
2025,11,69,Тверская область,102372,98513,3859
2025,11,71,Тульская область,100050,95471,4579
2025,11,76,Ярославская область,123205,118069,5136
2025,11,77,г.Москва,2237251,2128670,108581
2025,11,10,Республика Карелия,51687,48375,3312
2025,11,11,Республика Коми,51590,48753,2837
2025,11,29,Архангельская область,62414,58706,3708
2025,11,35,Вологодская область,86761,83179,3582
2025,11,39,Калининградская область,117693,111458,6235
2025,11,47,Ленинградская область,172216,162546,9670
2025,11,51,Мурманская область,49748,47675,2073
2025,11,53,Новгородская область,47263,44464,2799
2025,11,60,Псковская область,42687,40775,1912
2025,11,78,г.Санкт-Петербург,993041,942791,50250
2025,11,83,Ненецкий автономный округ,2222,2114,108
2025,11,01,Республика Адыгея (Адыгея),38800,36923,1877
2025,11,08,Республика Калмыкия,15385,14377,1008
2025,11,23,Краснодарский край,746056,704038,42018
2025,11,23,Сириус,477,442,35
2025,11,30,Астраханская область,85645,81979,3666
2025,11,34,Волгоградская область,214519,203411,11108
2025,11,61,Ростовская область,440249,417895,22354
2025,11,91,Республика Крым,184066,176738,7328
2025,11,92,г.Севастополь,42335,40418,1917
2025,11,05,Республика Дагестан,341524,334944,6580
2025,11,06,Республика Ингушетия,28892,28394,498
2025,11,07,Кабардино-Балкарская Республика,93799,89995,3804
2025,11,09,Карачаево-Черкесская Республика,33827,32319,1508
2025,11,15,Республика Северная Осетия - Алания,66391,63529,2862
2025,11,20,Чеченская Республика,153731,149937,3794
2025,11,26,Ставропольский край,235684,225631,10053
2025,11,02,Республика Башкортостан,335868,315302,20566
2025,11,12,Республика Марий Эл,47170,43694,3476
2025,11,13,Республика Мордовия,40431,38257,2174
2025,11,16,Республика Татарстан (Татарстан),440517,420042,20475
2025,11,18,Удмуртская Республика,117901,111718,6183
2025,11,21,Чувашская Республика - Чувашия,97178,91434,5744
2025,11,43,Кировская область,90632,85038,5594
2025,11,52,Нижегородская область,288853,275332,13521
2025,11,56,Оренбургская область,158710,150824,7886
2025,11,58,Пензенская область,86248,81473,4775
2025,11,59,Пермский край,252152,240059,12093
2025,11,63,Самарская область,349053,332912,16141
2025,11,64,Саратовская область,185575,178841,6734
2025,11,73,Ульяновская область,96012,90878,5134
2025,11,45,Курганская область,50188,47869,2319
2025,11,66,Свердловская область,464508,442424,22084
2025,11,72,Тюменская область,197498,187246,10252
2025,11,74,Челябинская область,331043,316583,14460
2025,11,86,Ханты-Мансийский автономный округ - Югра,132890,126202,6688
2025,11,89,Ямало-Ненецкий автономный округ,35382,33889,1493
2025,11,04,Республика Алтай,21082,19808,1274
2025,11,17,Республика Тыва,25910,24586,1324
2025,11,19,Республика Хакасия,39265,37032,2233
2025,11,22,Алтайский край,176669,168349,8320
2025,11,24,Красноярский край,279112,265112,14000
2025,11,38,Иркутская область,208624,199249,9375
2025,11,42,Кемеровская область,182728,174101,8627
2025,11,54,Новосибирская область,346401,329536,16865
2025,11,55,Омская область,188205,181201,7004
2025,11,70,Томская область,99303,94252,5051
2025,11,03,Республика Бурятия,62780,58900,3880
2025,11,14,Республика Саха (Якутия),70628,66800,3828
2025,11,25,Приморский край,150645,143693,6952
2025,11,27,Хабаровский край,119664,114583,5081
2025,11,28,Амурская область,54865,52364,2501
2025,11,41,Камчатский край,20153,19202,951
2025,11,49,Магаданская область,9920,9500,420
2025,11,65,Сахалинская область,31093,29667,1426
2025,11,75,Забайкальский край,61200,56636,4564
2025,11,79,Еврейская автономная область,8325,8012,313
2025,11,87,Чукотский автономный округ,1958,1871,87
2025,12,00,Российская Федерация,15427133,14663616,763517
2025,12,50,Город и космодром Байконур,431,409,22
2025,12,90,Запорожская область,6511,6352,159
2025,12,93,Донецкая Народная Республика,41667,40312,1355
2025,12,94,Луганская Народная Республика,22499,21405,1094
2025,12,95,Херсонская область,2998,2913,85
2025,12,31,Белгородская область,109359,101706,7653
2025,12,32,Брянская область,73481,70162,3319
2025,12,33,Владимирская область,97948,93485,4463
2025,12,36,Воронежская область,231467,223613,7854
2025,12,37,Ивановская область,71613,68279,3334
2025,12,40,Калужская область,100450,95326,5124
2025,12,44,Костромская область,40589,38754,1835
2025,12,46,Курская область,70068,67356,2712
2025,12,48,Липецкая область,82026,77925,4101
2025,12,50,Московская область,1089001,1028682,60319
2025,12,57,Орловская область,51820,49461,2359
2025,12,62,Рязанская область,80329,76673,3656
2025,12,67,Смоленская область,60985,58267,2718
2025,12,68,Тамбовская область,56283,54106,2177
2025,12,69,Тверская область,104204,100225,3979
2025,12,71,Тульская область,101894,97127,4767
2025,12,76,Ярославская область,125833,120316,5517
2025,12,77,г.Москва,2263878,2152365,111513
2025,12,10,Республика Карелия,52515,49128,3387
2025,12,11,Республика Коми,52533,49556,2977
2025,12,29,Архангельская область,63966,60116,3850
2025,12,35,Вологодская область,88839,85075,3764
2025,12,39,Калининградская область,119876,113354,6522
2025,12,47,Ленинградская область,176034,166006,10028
2025,12,51,Мурманская область,50831,48660,2171
2025,12,53,Новгородская область,47923,45051,2872
2025,12,60,Псковская область,43438,41448,1990
2025,12,78,г.Санкт-Петербург,1011836,959544,52292
2025,12,83,Ненецкий автономный округ,2260,2142,118
2025,12,01,Республика Адыгея (Адыгея),39519,37555,1964
2025,12,08,Республика Калмыкия,15569,14512,1057
2025,12,23,Краснодарский край,757921,714356,43565
2025,12,23,Сириус,493,458,35
2025,12,30,Астраханская область,86729,82859,3870
2025,12,34,Волгоградская область,218122,206444,11678
2025,12,61,Ростовская область,447109,424271,22838
2025,12,91,Республика Крым,186355,178750,7605
2025,12,92,г.Севастополь,42980,40983,1997
2025,12,05,Республика Дагестан,346701,339109,7592
2025,12,06,Республика Ингушетия,29428,28874,554
2025,12,07,Кабардино-Балкарская Республика,94856,90771,4085
2025,12,09,Карачаево-Черкесская Республика,34521,32816,1705
2025,12,15,Республика Северная Осетия - Алания,67237,64159,3078
2025,12,20,Чеченская Республика,156369,152251,4118
2025,12,26,Ставропольский край,239505,229058,10447
2025,12,02,Республика Башкортостан,343630,321824,21806
2025,12,12,Республика Марий Эл,48227,44302,3925
2025,12,13,Республика Мордовия,41306,39047,2259
2025,12,16,Республика Татарстан (Татарстан),446944,425437,21507
2025,12,18,Удмуртская Республика,120178,113639,6539
2025,12,21,Чувашская Республика - Чувашия,99371,92985,6386
2025,12,43,Кировская область,92509,86616,5893
2025,12,52,Нижегородская область,293833,279797,14036
2025,12,56,Оренбургская область,161317,153097,8220
2025,12,58,Пензенская область,87807,82801,5006
2025,12,59,Пермский край,256598,243897,12701
2025,12,63,Самарская область,354593,337657,16936
2025,12,64,Саратовская область,188997,181925,7072
2025,12,73,Ульяновская область,97571,92074,5497
2025,12,45,Курганская область,51157,48762,2395
2025,12,66,Свердловская область,473501,450662,22839
2025,12,72,Тюменская область,201910,190926,10984
2025,12,74,Челябинская область,336951,321747,15204
2025,12,86,Ханты-Мансийский автономный округ - Югра,135690,128670,7020
2025,12,89,Ямало-Ненецкий автономный округ,36177,34646,1531
2025,12,04,Республика Алтай,21346,20045,1301
2025,12,17,Республика Тыва,26250,24850,1400
2025,12,19,Республика Хакасия,39957,37590,2367
2025,12,22,Алтайский край,179908,171055,8853
2025,12,24,Красноярский край,283649,268964,14685
2025,12,38,Иркутская область,212538,202601,9937
2025,12,42,Кемеровская область,186828,177641,9187
2025,12,54,Новосибирская область,353701,335794,17907
2025,12,55,Омская область,192541,185266,7275
2025,12,70,Томская область,101262,95925,5337
2025,12,03,Республика Бурятия,63878,59840,4038
2025,12,14,Республика Саха (Якутия),71657,67655,4002
2025,12,25,Приморский край,153473,146273,7200
2025,12,27,Хабаровский край,122354,117085,5269
2025,12,28,Амурская область,55926,53339,2587
2025,12,41,Камчатский край,20394,19425,969
2025,12,49,Магаданская область,10041,9609,432
2025,12,65,Сахалинская область,31565,30060,1505
2025,12,75,Забайкальский край,62311,57482,4829
2025,12,79,Еврейская автономная область,8517,8200,317
2025,12,87,Чукотский автономный округ,1971,1881,90
2026,1,00,Российская Федерация,15689603,14910416,779187
2026,1,50,Город и космодром Байконур,459,437,22
2026,1,90,Запорожская область,6719,6538,181
2026,1,93,Донецкая Народная Республика,42649,41261,1388
2026,1,94,Луганская Народная Республика,23390,22268,1122
2026,1,95,Херсонская область,3056,2968,88
2026,1,31,Белгородская область,111455,103775,7680
2026,1,32,Брянская область,74877,71494,3383
2026,1,33,Владимирская область,99871,95276,4595
2026,1,36,Воронежская область,235996,228094,7902
2026,1,37,Ивановская область,72870,69504,3366
2026,1,40,Калужская область,101868,96668,5200
2026,1,44,Костромская область,41477,39603,1874
2026,1,46,Курская область,71410,68653,2757
2026,1,48,Липецкая область,83472,79332,4140
2026,1,50,Московская область,1109963,1048046,61917
2026,1,57,Орловская область,52617,50197,2420
2026,1,62,Рязанская область,81806,78042,3764
2026,1,67,Смоленская область,62234,59449,2785
2026,1,68,Тамбовская область,57392,55159,2233
2026,1,69,Тверская область,106172,102128,4044
2026,1,71,Тульская область,103783,98913,4870
2026,1,76,Ярославская область,128521,122813,5708
2026,1,77,г.Москва,2292598,2178512,114086
2026,1,10,Республика Карелия,53450,50018,3432
2026,1,11,Республика Коми,53514,50500,3014
2026,1,29,Архангельская область,65448,61525,3923
2026,1,35,Вологодская область,90794,87032,3762
2026,1,39,Калининградская область,122474,115797,6677
2026,1,47,Ленинградская область,179805,169619,10186
2026,1,51,Мурманская область,51833,49659,2174
2026,1,53,Новгородская область,48661,45788,2873
2026,1,60,Псковская область,44212,42181,2031
2026,1,78,г.Санкт-Петербург,1029943,976629,53314
2026,1,83,Ненецкий автономный округ,2259,2144,115
2026,1,01,Республика Адыгея (Адыгея),40320,38322,1998
2026,1,08,Республика Калмыкия,15723,14597,1126
2026,1,23,Краснодарский край,771248,726753,44495
2026,1,23,Сириус,493,456,37
2026,1,30,Астраханская область,87881,83958,3923
2026,1,34,Волгоградская область,221962,210124,11838
2026,1,61,Ростовская область,455100,431836,23264
2026,1,91,Республика Крым,188706,180859,7847
2026,1,92,г.Севастополь,43672,41636,2036
2026,1,05,Республика Дагестан,350098,342153,7945
2026,1,06,Республика Ингушетия,29733,29147,586
2026,1,07,Кабардино-Балкарская Республика,95486,91626,3860
2026,1,09,Карачаево-Черкесская Республика,35000,33259,1741
2026,1,15,Республика Северная Осетия - Алания,67821,64774,3047
2026,1,20,Чеченская Республика,157966,153795,4171
2026,1,26,Ставропольский край,243981,233382,10599
2026,1,02,Республика Башкортостан,350235,327768,22467
2026,1,12,Республика Марий Эл,49150,45167,3983
2026,1,13,Республика Мордовия,42094,39829,2265
2026,1,16,Республика Татарстан (Татарстан),453518,431609,21909
2026,1,18,Удмуртская Республика,122508,115791,6717
2026,1,21,Чувашская Республика - Чувашия,101551,94897,6654
2026,1,43,Кировская область,94425,88399,6026
2026,1,52,Нижегородская область,298765,284466,14299
2026,1,56,Оренбургская область,164258,155904,8354
2026,1,58,Пензенская область,89448,84384,5064
2026,1,59,Пермский край,260871,247977,12894
2026,1,63,Самарская область,360319,342822,17497
2026,1,64,Саратовская область,192539,185326,7213
2026,1,73,Ульяновская область,99113,93427,5686
2026,1,45,Курганская область,52193,49717,2476
2026,1,66,Свердловская область,482685,459534,23151
2026,1,72,Тюменская область,206528,195230,11298
2026,1,74,Челябинская область,342849,327332,15517
2026,1,86,Ханты-Мансийский автономный округ - Югра,138647,131449,7198
2026,1,89,Ямало-Ненецкий автономный округ,36896,35348,1548
2026,1,04,Республика Алтай,21503,20187,1316
2026,1,17,Республика Тыва,26278,24875,1403
2026,1,19,Республика Хакасия,40546,38140,2406
2026,1,22,Алтайский край,182985,173955,9030
2026,1,24,Красноярский край,287980,272954,15026
2026,1,38,Иркутская область,216017,205920,10097
2026,1,42,Кемеровская область,190226,180816,9410
2026,1,54,Новосибирская область,360938,342712,18226
2026,1,55,Омская область,195894,188545,7349
2026,1,70,Томская область,103081,97648,5433
2026,1,03,Республика Бурятия,65178,61040,4138
2026,1,14,Республика Саха (Якутия),72482,68455,4027
2026,1,25,Приморский край,156620,149311,7309
2026,1,27,Хабаровский край,125137,119756,5381
2026,1,28,Амурская область,57139,54515,2624
2026,1,41,Камчатский край,20606,19634,972
2026,1,49,Магаданская область,10163,9707,456
2026,1,65,Сахалинская область,32056,30504,1552
2026,1,75,Забайкальский край,63262,58399,4863
2026,1,79,Еврейская автономная область,8672,8347,325
2026,1,87,Чукотский автономный округ,2010,1921,89
2026,2,00,Российская Федерация,15912245,15103355,808890
2026,2,50,Город и космодром Байконур,484,460,24
2026,2,90,Запорожская область,6943,6743,200
2026,2,93,Донецкая Народная Республика,43576,42140,1436
